Class; Value; Class start; Class end;
440;0;757.581419660858;759.307117655530;
441;1;759.307117655530;761.032815650202;
442;2;761.032815650202;762.758513644873;
443;0;762.758513644873;764.484211639545;
444;3;764.484211639545;766.209909634217;
445;0;766.209909634217;767.935607628888;
446;1;767.935607628888;769.661305623560;
447;0;769.661305623560;771.387003618232;
448;1;771.387003618232;773.112701612903;
449;11;773.112701612903;774.838399607575;
450;1;774.838399607575;776.564097602247;
451;0;776.564097602247;778.289795596918;
452;5;778.289795596918;780.015493591590;
453;0;780.015493591590;781.741191586262;
454;0;781.741191586262;783.466889580933;
455;4;783.466889580933;785.192587575605;
456;0;785.192587575605;786.918285570277;
457;0;786.918285570277;788.643983564948;
458;5;788.643983564948;790.369681559620;
459;0;790.369681559620;792.095379554292;
460;1;792.095379554292;793.821077548963;
461;2;793.821077548963;795.546775543635;
462;0;795.546775543635;797.272473538306;
463;0;797.272473538306;798.998171532978;
464;0;798.998171532978;800.723869527650;
465;0;800.723869527650;802.449567522322;
466;0;802.449567522321;804.175265516993;
467;2;804.175265516993;805.900963511665;
468;0;805.900963511665;807.626661506337;
469;0;807.626661506336;809.352359501008;
470;0;809.352359501008;811.078057495680;
471;0;811.078057495680;812.803755490351;
472;0;812.803755490351;814.529453485023;
473;0;814.529453485023;816.255151479695;
474;0;816.255151479695;817.980849474366;
475;7;817.980849474366;819.706547469038;
476;0;819.706547469038;821.432245463710;
477;0;821.432245463710;823.157943458381;
478;4;823.157943458381;824.883641453053;
479;0;824.883641453053;826.609339447725;
480;2;826.609339447725;828.335037442396;
481;2;828.335037442396;830.060735437068;
482;0;830.060735437068;831.786433431740;
483;0;831.786433431740;833.512131426411;
484;3;833.512131426411;835.237829421083;
485;1;835.237829421083;836.963527415755;
486;0;836.963527415755;838.689225410426;
487;1;838.689225410426;840.414923405098;
488;0;840.414923405098;842.140621399770;
489;1;842.140621399770;843.866319394441;
490;0;843.866319394441;845.592017389113;
491;0;845.592017389113;847.317715383785;
492;2;847.317715383785;849.043413378456;
493;0;849.043413378456;850.769111373128;
494;1;850.769111373128;852.494809367800;
495;2;852.494809367800;854.220507362471;
496;0;854.220507362471;855.946205357143;
497;0;855.946205357143;857.671903351815;
498;3;857.671903351815;859.397601346486;
499;1;859.397601346486;861.123299341158;
500;0;861.123299341158;862.848997335830;
501;0;862.848997335829;864.574695330501;
502;0;864.574695330501;866.300393325173;
503;0;866.300393325173;868.026091319845;
504;0;868.026091319845;869.751789314516;
505;3;869.751789314516;871.477487309188;
506;0;871.477487309188;873.203185303860;
507;0;873.203185303860;874.928883298531;
508;0;874.928883298531;876.654581293203;
509;0;876.654581293203;878.380279287874;
510;0;878.380279287874;880.105977282546;
511;1;880.105977282546;881.831675277218;
512;1;881.831675277218;883.557373271889;
513;0;883.557373271889;885.283071266561;
514;0;885.283071266561;887.008769261233;
515;0;887.008769261233;888.734467255904;
516;0;888.734467255904;890.460165250576;
517;1;890.460165250576;892.185863245248;
518;1;892.185863245248;893.911561239919;
519;0;893.911561239919;895.637259234591;
520;1;895.637259234591;897.362957229263;
521;0;897.362957229263;899.088655223934;
522;0;899.088655223934;900.814353218606;
523;2;900.814353218606;902.540051213278;
524;0;902.540051213278;904.265749207949;
525;3;904.265749207949;905.991447202621;
526;1;905.991447202621;907.717145197293;
527;0;907.717145197293;909.442843191964;
528;0;909.442843191964;911.168541186636;
529;0;911.168541186636;912.894239181308;
530;1;912.894239181308;914.619937175979;
531;0;914.619937175979;916.345635170651;
532;0;916.345635170651;918.071333165323;
533;2;918.071333165323;919.797031159994;
534;0;919.797031159994;921.522729154666;
535;2;921.522729154666;923.248427149338;
536;1;923.248427149338;924.974125144009;
537;0;924.974125144009;926.699823138681;
538;0;926.699823138681;928.425521133353;
539;0;928.425521133353;930.151219128024;
540;1;930.151219128024;931.876917122696;
541;1;931.876917122696;933.602615117368;
542;0;933.602615117368;935.328313112039;
543;0;935.328313112039;937.054011106711;
544;0;937.054011106711;938.779709101383;
545;0;938.779709101383;940.505407096054;
546;1;940.505407096054;942.231105090726;
547;0;942.231105090726;943.956803085397;
548;1;943.956803085397;945.682501080069;
549;0;945.682501080069;947.408199074741;
550;0;947.408199074741;949.133897069413;
551;0;949.133897069412;950.859595064084;
552;0;950.859595064084;952.585293058756;
553;3;952.585293058756;954.310991053428;
554;0;954.310991053427;956.036689048099;
555;0;956.036689048099;957.762387042771;
556;0;957.762387042771;959.488085037442;
557;0;959.488085037442;961.213783032114;
558;0;961.213783032114;962.939481026786;
559;0;962.939481026786;964.665179021457;
560;0;964.665179021457;966.390877016129;
561;1;966.390877016129;968.116575010801;
562;0;968.116575010801;969.842273005472;
563;0;969.842273005472;971.567971000144;
564;0;971.567971000144;973.293668994816;
565;0;973.293668994816;975.019366989487;
566;0;975.019366989487;976.745064984159;
567;0;976.745064984159;978.470762978831;
568;2;978.470762978831;980.196460973502;
569;0;980.196460973502;981.922158968174;
570;0;981.922158968174;983.647856962846;
571;0;983.647856962846;985.373554957517;
572;0;985.373554957517;987.099252952189;
573;2;987.099252952189;988.824950946861;
574;0;988.824950946861;990.550648941532;
575;0;990.550648941532;992.276346936204;
576;0;992.276346936204;994.002044930876;
577;0;994.002044930876;995.727742925547;
578;2;995.727742925547;997.453440920219;
579;0;997.453440920219;999.179138914891;
580;0;999.179138914891;1000.904836909562;
581;0;1000.904836909562;1002.630534904234;
582;1;1002.630534904234;1004.356232898906;
583;0;1004.356232898906;1006.081930893577;
584;0;1006.081930893577;1007.807628888249;
585;0;1007.807628888249;1009.533326882921;
586;0;1009.533326882921;1011.259024877592;
587;1;1011.259024877592;1012.984722872264;
588;0;1012.984722872264;1014.710420866936;
589;0;1014.710420866936;1016.436118861607;
590;0;1016.436118861607;1018.161816856279;
591;0;1018.161816856279;1019.887514850951;
592;0;1019.887514850951;1021.613212845622;
593;0;1021.613212845622;1023.338910840294;
594;1;1023.338910840294;1025.064608834965;
595;0;1025.064608834965;1026.790306829637;
596;0;1026.790306829637;1028.516004824309;
597;0;1028.516004824309;1030.241702818980;
598;0;1030.241702818980;1031.967400813652;
599;2;1031.967400813652;1033.693098808324;
600;0;1033.693098808324;1035.418796802996;
601;0;1035.418796802996;1037.144494797667;
602;0;1037.144494797667;1038.870192792339;
603;1;1038.870192792339;1040.595890787010;
604;0;1040.595890787010;1042.321588781682;
605;0;1042.321588781682;1044.047286776354;
606;0;1044.047286776354;1045.772984771025;
607;0;1045.772984771025;1047.498682765697;
608;0;1047.498682765697;1049.224380760369;
609;0;1049.224380760369;1050.950078755040;
610;0;1050.950078755040;1052.675776749712;
611;0;1052.675776749712;1054.401474744384;
612;0;1054.401474744384;1056.127172739055;
613;0;1056.127172739055;1057.852870733727;
614;0;1057.852870733727;1059.578568728399;
615;0;1059.578568728399;1061.304266723070;
616;0;1061.304266723070;1063.029964717742;
617;0;1063.029964717742;1064.755662712414;
618;0;1064.755662712414;1066.481360707085;
619;0;1066.481360707085;1068.207058701757;
620;0;1068.207058701757;1069.932756696429;
621;0;1069.932756696429;1071.658454691100;
622;0;1071.658454691100;1073.384152685772;
623;0;1073.384152685772;1075.109850680444;
624;0;1075.109850680444;1076.835548675115;
625;0;1076.835548675115;1078.561246669787;
626;0;1078.561246669787;1080.286944664459;
627;0;1080.286944664459;1082.012642659130;
628;0;1082.012642659130;1083.738340653802;
629;0;1083.738340653802;1085.464038648474;
630;0;1085.464038648474;1087.189736643145;
631;0;1087.189736643145;1088.915434637817;
632;0;1088.915434637817;1090.641132632489;
633;0;1090.641132632489;1092.366830627160;
634;0;1092.366830627160;1094.092528621832;
635;0;1094.092528621832;1095.818226616504;
636;0;1095.818226616504;1097.543924611175;
637;0;1097.543924611175;1099.269622605847;
638;0;1099.269622605847;1100.995320600518;
639;0;1100.995320600518;1102.721018595190;
640;0;1102.721018595190;1104.446716589862;
641;0;1104.446716589862;1106.172414584533;
642;0;1106.172414584533;1107.898112579205;
643;0;1107.898112579205;1109.623810573877;
644;0;1109.623810573877;1111.349508568549;
645;0;1111.349508568548;1113.075206563220;
646;0;1113.075206563220;1114.800904557892;
647;0;1114.800904557892;1116.526602552563;
648;0;1116.526602552563;1118.252300547235;
649;0;1118.252300547235;1119.977998541907;
650;0;1119.977998541907;1121.703696536578;
651;0;1121.703696536578;1123.429394531250;
652;0;1123.429394531250;1125.155092525922;
653;0;1125.155092525922;1126.880790520593;
654;0;1126.880790520593;1128.606488515265;
655;0;1128.606488515265;1130.332186509937;
656;0;1130.332186509937;1132.057884504608;
657;0;1132.057884504608;1133.783582499280;
658;0;1133.783582499280;1135.509280493952;
659;0;1135.509280493952;1137.234978488623;
660;0;1137.234978488623;1138.960676483295;
661;0;1138.960676483295;1140.686374477967;
662;0;1140.686374477967;1142.412072472638;
663;0;1142.412072472638;1144.137770467310;
664;0;1144.137770467310;1145.863468461982;
665;0;1145.863468461982;1147.589166456653;
666;0;1147.589166456653;1149.314864451325;
667;0;1149.314864451325;1151.040562445997;
668;0;1151.040562445997;1152.766260440668;
669;0;1152.766260440668;1154.491958435340;
670;0;1154.491958435340;1156.217656430012;
671;0;1156.217656430012;1157.943354424683;
672;0;1157.943354424683;1159.669052419355;
673;0;1159.669052419355;1161.394750414027;
674;0;1161.394750414026;1163.120448408698;
675;0;1163.120448408698;1164.846146403370;
676;0;1164.846146403370;1166.571844398042;
677;0;1166.571844398042;1168.297542392713;
678;0;1168.297542392713;1170.023240387385;
679;0;1170.023240387385;1171.748938382057;
